specialty,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
Infectious Disease,2021-12,7268616.090000001,197905,91919,859
Marriage & Family Therapist,2018-01,7267254.06,116863,47624,755
Audiologist,2022-12,7267225.619999998,110056,90817,292
Medicare-Medicaid Hospital,2018-09,7266378.250000001,188012,149618,86
Health Educator,2022-01,7263086.679999999,89383,8995,66
Endocrinology,2021-08,7262191.130000001,228623,184457,702
Preferred Provider Organization,2021-04,7260612.350000001,162821,85761,225
Preferred Provider Organization,2019-04,7260390.27,145598,77076,215
Pediatric NP,2018-04,7259842.86,135394,115581,391
Custodial Care Facility,2022-02,7256504.94,65969,7088,49
Home Delivered Meals,2019-10,7255643.699999999,456168,35215,93
Nephrology,2018-07,7255173.660000001,229695,151337,1262
Pulmonary Disease,2023-04,7253863.98,188824,127107,837
Preferred Provider Organization,2021-07,7253495.7,159873,86245,229
Chore Provider,2021-04,7252983.170000002,92419,10188,56
Nephrology,2018-03,7247374.34,238081,154425,1298
Nurse Anesthetist (CRNA),2021-03,7246747.090000001,118394,93190,401
Pediatric OT,2018-10,7246566.710000001,89771,18786,176
Primary Care NP,2024-06,7242849.239999996,102230,80147,232
Medicare-Medicaid Hospital,2020-08,7240390.769999999,179324,143248,90
Occupational Therapy Assistant,2020-01,7240365.760000001,74966,18379,111
Audiologist,2022-06,7240091.500000001,107078,88584,327
Pulmonary Disease,2023-11,7239250.94,172202,118413,807
Pulmonary Disease,2022-04,7239173.690000001,181301,121189,836
Infectious Disease,2020-12,7237245.299999999,217166,93071,880
Pediatric OT,2024-11,7235894.029999999,95110,30017,254
Medical PA,2023-02,7231319.9399999995,162627,137202,287
Rheumatology,2020-07,7230884.410000002,132332,104296,453
Custodial Care Facility,2020-12,7229613.88,70065,7301,52
Pulmonary Disease,2023-06,7229503.839999998,184769,128817,853
Endocrinology,2021-09,7228477.510000003,227890,183798,710
Audiologist,2023-11,7226874.39,97124,77486,328
Home Delivered Meals,2020-01,7225996.2,425009,35989,90
Nurse Anesthetist (CRNA),2022-10,7224884.780000001,113402,89815,349
Emergency Response (Vehicle),2024-02,7224335.029999999,169079,131839,72
Critical Access Hospital,2021-01,7224026.540000004,103856,83131,48
Urology,2019-08,7220808.919999998,211460,181457,713
Psychiatric NP,2021-02,7218773.710000001,124591,87213,839
Preferred Provider Organization,2019-03,7215756.28,144610,77197,210
Custodial Care Facility,2021-05,7211375.000000002,74231,7059,50
Nephrology,2018-12,7210943.840000002,223358,142801,1250
Mentally Retarded ICF,2023-12,7206309.86,16384,2058,26
Physical Med & Rehabilitation,2024-09,7199974.650000001,235656,135436,758
Pulmonary Disease,2024-04,7199785.489999999,179969,121131,804
Clinical Child Psychologist,2023-09,7193137.35,94733,66197,75
Nurse Anesthetist (CRNA),2021-10,7190791.98,113284,90008,381
Occupational Therapy Assistant,2020-11,7189634.2299999995,72028,18673,115
Clinical Child Psychologist,2024-08,7189093.759999999,94306,58190,65
Orthotic Fitter,2022-10,7187102.039999995,102755,82855,13
Pediatric PT,2024-10,7185760.920000001,110703,34741,193
Rehab Hosp,2021-11,7180011.6,139683,111606,36
Rheumatology,2020-06,7178316.44,124474,100923,467
Primary Care NP,2024-02,7175019.999999999,113386,86437,251
Nurse Anesthetist (CRNA),2022-06,7173504.809999999,116676,91784,381
Critical Access Hospital,2024-09,7171253.269999999,106903,91587,48
Clinical Child Psychologist,2021-10,7171204.580000002,97655,65740,76
Emergency Response (Vehicle),2022-08,7170500.7299999995,160807,125314,70
Infectious Disease,2024-02,7168775.26,176997,88418,773
Foster Care Agency,2018-09,7165131.350000001,54704,9422,77
Medicare-Medicaid Hospital,2020-03,7163630.959999999,161684,127666,91
Chore Provider,2021-05,7162599.25,90045,9656,56
Foster Care Agency,2018-02,7162278.039999999,60367,11635,76
Otolaryngology,2019-09,7161695.569999999,168080,144995,711
Rehab Hosp,2021-03,7161100.680000001,157405,123740,34
Infectious Disease,2023-06,7160038.909999999,182290,88740,820
Nurse Anesthetist (CRNA),2022-05,7158117.4300000025,115923,91480,378
Marriage & Family Therapist,2018-08,7158095.620000001,118153,49935,862
Nurse Anesthetist (CRNA),2021-11,7157613.95,110866,88768,365
Pediatric OT,2022-09,7153407.260000001,104350,29501,264
Health Service,2024-12,7152694.08,80294,33856,201
Eyewear Supplier,2020-06,7151085.629999999,391970,359704,699
Chiropractor,2018-09,7149380.750000002,363714,193326,2839
Emergency Response (Vehicle),2023-08,7149218.1,172492,135202,72
Rehab Hosp,2022-01,7145501.8500000015,134537,109082,35
Nephrology,2018-04,7145356.5,229942,150176,1279
Clinical Child Psychologist,2021-03,7141562.02,97465,65054,80
Custodial Care Facility,2021-09,7141317.359999999,69880,7007,51
Urology,2018-01,7139465.460000001,194761,166195,766
Emergency Response (Vehicle),2023-03,7138211.840000002,173966,129640,71
Orthotic Fitter,2024-04,7133224.12,112552,84693,17
Endocrinology,2021-11,7132373.2299999995,224529,181896,719
Mentally Retarded ICF,2023-07,7130172.309999999,17771,2368,26
Urology,2020-06,7126519.310000001,188067,162029,624
Physical Med & Rehabilitation,2021-01,7124705.630000002,202021,118688,832
Preferred Provider Organization,2021-06,7122461.939999999,151587,77493,229
Chore Provider,2020-09,7121835.019999999,98169,9928,51
Physical Med & Rehabilitation,2024-06,7121669.589999999,239793,132036,796
Podiatrist,2021-07,7121314.929999999,277335,235687,1718
Clinical Child Psychologist,2021-11,7120333.609999999,96030,63671,80
Day Training Provider,2024-05,7116757.34,65012,3684,58
Pulmonary Disease,2022-02,7116638.330000001,175443,113086,788
Audiologist,2022-05,7115091.700000001,109237,87906,321
Nurse Anesthetist (CRNA),2023-12,7114851.499999999,103015,82252,327
Pediatric PT,2024-01,7114019.910000002,112869,37286,204
Pediatric NP,2020-11,7111861.0,183258,159959,271
Audiologist,2022-04,7110139.3900000015,109208,88839,332
Medicare-Medicaid Hospital,2018-06,7109446.250000001,187670,148876,88
Mentally Retarded ICF,2024-09,7108383.45,17934,2576,22
Otolaryngology,2019-06,7107428.57,163613,143067,722
Infectious Disease,2023-07,7103409.39,176241,84504,816
Clinical Child Psychologist,2022-02,7098503.6099999985,97568,62660,81
Nephrology,2018-11,7096746.869999999,222045,145861,1244
Pulmonary Disease,2024-02,7095704.510000001,178093,119755,797
Nurse Anesthetist (CRNA),2024-10,7094076.34,91644,77631,326
Pediatric OT,2021-07,7092662.27,117785,24604,230
Infectious Disease,2022-08,7078383.96,192174,90719,857
Rehab Hospital,2019-10,7075461.470000001,111960,31070,60
Pulmonary Disease,2023-12,7074798.79,167272,107475,760
Medicare-Medicaid Hospital,2019-07,7072327.429999997,190381,149725,87
Psychiatric NP,2021-01,7070682.620000001,135435,94443,848
Health Educator,2020-01,7068236.9,94117,10513,60
Medicare-Medicaid Hospital,2020-12,7067001.599999998,184237,146156,92
Preferred Provider Organization,2021-05,7064439.529999999,146727,74801,227
Pediatric NP,2020-09,7064067.949999997,156679,136898,258
Day Training Provider,2024-08,7062101.839999998,64004,3820,58
Clinical Child Psychologist,2022-12,7062041.2,89805,62131,69
Health Educator,2021-02,7056057.6,87853,10055,67
Nurse Anesthetist (CRNA),2022-09,7055363.6,111931,89235,371
Rehab Hospital,2022-03,7051860.319999999,103200,33443,57
Chore Provider,2022-02,7049267.770000001,74964,8665,58
Podiatrist,2024-06,7048040.88,255556,217736,1400
Rehab Hospital,2021-04,7045693.470000001,103522,33181,62
Custodial Care Facility,2020-11,7044782.87,57391,7253,54
Pulmonary Disease,2024-03,7043854.69,173213,115244,792
Pulmonary Disease,2024-05,7043071.950000001,173286,118459,794
Nurse Anesthetist (CRNA),2022-01,7042005.44,110123,88265,337
Urology,2019-09,7040982.020000002,205518,178951,699
Pediatric NP,2019-06,7039128.0200000005,131169,115673,306
Preferred Provider Organization,2019-10,7033134.18,167830,89096,206
Medicare-Medicaid Hospital,2020-11,7029961.210000001,179351,146109,91
Orthotic Fitter,2024-07,7027295.879999992,112479,88237,17
Podiatrist,2024-09,7024897.620000002,236361,205909,1328
Medicare-Medicaid Hospital,2018-12,7022615.750000001,171514,138701,89
Custodial Care Facility,2021-07,7020626.35,71736,6748,50
Infectious Disease,2024-03,7020417.09,179223,90030,784
Endocrinology,2022-02,7019626.77,219582,180546,682
Clinical Child Psychologist,2024-07,7018369.97,91036,54632,66
Nurse Anesthetist (CRNA),2023-07,7016814.859999999,102863,82700,369
Health Educator,2020-10,7016269.52,93290,10146,63
Rehab Hosp,2021-04,7016004.619999999,154353,123761,34
Podiatrist,2024-02,7015974.89,301993,252216,1524
Clinical Child Psychologist,2022-06,7014342.510000004,94083,63201,86
Chore Provider,2020-08,7013553.41,95556,9905,49
Infectious Disease,2021-10,7011017.07,194888,87784,845
Nurse Anesthetist (CRNA),2024-07,7009234.109999999,92906,77440,339
Infectious Disease,2022-03,7009025.9399999995,194339,88817,851
Endocrinology,2021-12,7007921.57,216478,173367,667
Pulmonary Disease,2020-09,7006856.329999999,183703,118201,785
Pulmonary Disease,2023-09,7006527.859999999,169526,115818,781
Emergency Response (Vehicle),2023-07,7004953.100000001,171178,133911,73
Pulmonary Disease,2019-10,6999199.58,202914,141249,913
Orthotic Fitter,2022-09,6999121.560000004,100466,78415,15
Medical PA,2019-10,6993803.120000002,138649,117265,257
Physical Med & Rehabilitation,2023-12,6993435.83,235140,136839,783
Nurse Anesthetist (CRNA),2021-07,6991937.740000001,113925,88831,368
Physical Med & Rehabilitation,2020-10,6990990.039999998,225217,130129,861
Pediatric PT,2023-08,6990237.8100000005,111797,36945,209
Medicare-Medicaid Hospital,2020-09,6990063.729999999,184295,148523,91
Emergency Response (Vehicle),2022-07,6989385.599999999,160767,123921,70
Home Delivered Meals,2019-11,6988052.31,414544,35575,92
Pediatric PT,2024-04,6987047.600000001,117422,39363,207
Rehab Hosp,2022-04,6986049.510000001,135536,108388,36
Rehab Hosp,2022-06,6984204.519999999,132849,106581,37
Infectious Disease,2023-09,6982946.82,174583,86145,798
Nephrology,2018-09,6979788.840000002,219261,145909,1226
Clinical Child Psychologist,2021-09,6978886.77,94594,66335,77
Clinical Child Psychologist,2022-04,6975933.920000001,91296,61862,84
Rehab Hosp,2021-10,6969272.510000001,141874,114833,35
Otolaryngology,2019-11,6969262.459999999,158008,138788,708
Nurse Anesthetist (CRNA),2022-07,6967419.510000003,107821,84721,340
Medicare-Medicaid Hospital,2021-02,6965418.470000001,183311,148728,91
Clinical Child Psychologist,2021-08,6964702.069999998,92689,61822,73
Nurse Anesthetist (CRNA),2023-02,6964672.540000002,110054,89243,361
Medicare-Medicaid Hospital,2018-11,6963788.370000001,178551,144183,85
Urology,2018-10,6963677.509999998,221944,191178,751
Pulmonary Disease,2020-11,6963269.779999999,173527,107597,821
Infectious Disease,2021-11,6960338.07,189416,86369,843
Occupational Therapy Assistant,2019-05,6959545.28,87329,20143,96
Pediatric OT,2019-01,6958646.459999999,94932,21090,177
Pediatric PT,2023-05,6956655.1,115825,35287,204
Day Training Provider,2024-03,6955653.87,61842,3579,59
Infectious Disease,2022-12,6955413.89,185261,86508,830
POS,2024-09,6954196.380000001,133184,90001,112
Podiatrist,2021-01,6948701.58,234965,198499,1644
Addiction Psychologist,2023-05,6947122.3,77181,27150,57
Medical PA,2019-01,6946460.139999999,135033,115071,258
Infectious Disease,2023-11,6946085.920000001,170991,85167,789
Health Educator,2019-10,6945085.420000001,90693,10356,56
Rehab Hosp,2021-05,6944536.569999998,148341,119052,33
Infectious Disease,2023-04,6943000.609999999,182316,87808,795
Pediatric OT,2021-04,6942018.78,115756,22911,235
Medical PA,2024-01,6940404.92,152208,126128,288
Exclusive Provider Organization,2020-05,6939933.570000001,224571,86790,115
Infectious Disease,2023-12,6938718.939999999,172044,83754,788
Emergency Response (Vehicle),2021-07,6938546.41,160239,116622,70
Podiatrist,2023-10,6938298.250000001,329303,279823,1649
Podiatrist,2023-02,6936267.300000001,287478,241143,1608
Health Educator,2020-08,6935015.1,89971,10085,65
Registered Nurse,2022-02,6933541.96,88851,43534,453
Podiatrist,2021-11,6932797.33,274328,234244,1647
Marriage & Family Therapist,2018-09,6932442.98,110631,47772,861
Pulmonary Disease,2022-09,6931656.190000001,177214,119630,816
Student,2021-07,6931354.700000002,171461,142449,1072
Endocrinology,2022-04,6930937.1000000015,220628,181406,697
Nephrology,2018-06,6926423.27,216841,143781,1255
Day Training Provider,2024-07,6925905.239999999,63962,3777,58
Clinical Child Psychologist,2023-12,6924343.84,90896,58200,72
Special Hospital,2024-09,6921193.539999999,46181,36948,36
Emergency Response (Vehicle),2024-11,6919933.899999999,148330,117765,70
Pulmonary Disease,2023-07,6919747.88,171180,115939,797
Medical PA,2022-03,6918220.19,159695,133937,282
POS,2024-04,6917081.19,164311,109440,129
Student,2021-05,6916114.689999999,176807,139141,1072
POS,2023-05,6914777.85,145864,99976,137
Health Educator,2020-03,6914763.590000001,90065,10291,57
Pediatric NP,2018-09,6914063.480000001,132745,114880,305
Endocrinology,2024-06,6909350.269999999,213760,179160,638
Infectious Disease,2021-04,6907326.029999999,197015,95660,857
Pediatric NP,2018-06,6899371.450000001,126870,107394,357
Physical Med & Rehabilitation,2020-01,6898266.480000001,207076,125081,835
Rehab Hosp,2021-06,6897679.229999999,153214,122296,32
Custodial Care Facility,2020-07,6893976.299999999,65470,5180,53
Pediatric OT,2022-02,6893609.28,105222,26062,258
Medicare-Medicaid Hospital,2019-06,6890233.500000001,182383,145347,90
Custodial Care Facility,2021-02,6889370.310000001,65421,7144,50
Chore Provider,2020-12,6887140.669999998,100972,8864,52
Pediatric PT,2023-03,6885324.3500000015,116039,36496,203
Chore Provider,2020-01,6883430.13,93013,10244,45
Surgery,2020-04,6882815.23,191985,143510,530
Occupational Therapy Assistant,2020-08,6881723.29,63351,15224,99
Nurse Anesthetist (CRNA),2024-09,6880679.219999999,86578,73948,338
Pulmonary Disease,2021-02,6880273.7,170447,108057,806
Pediatric OT,2021-08,6878323.7,111721,24793,246
Rehab Hospital,2019-05,6878320.5,107516,30581,58
Day Training Provider,2024-10,6877695.5200000005,63927,3751,54
Medical PA,2020-02,6872629.380000001,126626,108289,256
Nurse Anesthetist (CRNA),2021-12,6872275.85,105750,83881,342
Audiologist,2021-06,6871097.749999999,98176,80274,333
Endocrinology,2021-03,6867190.34,197435,158391,723
Pediatric OT,2018-08,6866800.8,82703,18501,178
Medical PA,2022-05,6866172.710000002,152902,128020,267
Custodial Care Facility,2021-01,6863755.4799999995,62955,6534,51
Nurse Anesthetist (CRNA),2022-12,6860363.77,106689,85103,329
Emergency Response (Vehicle),2021-10,6859226.620000001,162066,116911,70
Emergency Response (Vehicle),2022-03,6858982.369999999,154825,117369,70
Emergency Response (Vehicle),2021-12,6857083.27,164828,117984,71
Infectious Disease,2023-02,6854807.639999999,176991,85083,819
Emergency Response (Vehicle),2022-06,6854615.0200000005,156779,122403,70
Endocrinology,2024-09,6852560.090000001,203286,172595,615
Preferred Provider Organization,2019-01,6850406.26,139457,76397,213
Nurse Anesthetist (CRNA),2022-04,6850021.319999999,108348,85926,356
Podiatrist,2022-02,6847128.699999999,269021,226062,1659
Health Educator,2019-12,6843538.970000001,88908,10259,57
Rehab Hosp,2021-12,6843364.9,130083,104127,37
Pediatric OT,2021-11,6841445.75,102462,25348,251
Chore Provider,2020-07,6838043.329999999,94822,9325,48
Pediatric PT,2024-08,6833680.079999999,107443,36341,206
Custodial Care Facility,2020-05,6833545.98,62440,5173,55
Infectious Disease,2022-11,6831893.680000001,178161,86350,837
Rehab Hospital,2021-03,6831040.49,112906,35388,62
Orthotic Fitter,2024-03,6830960.600000002,109041,80093,16
Pulmonary Disease,2019-01,6830794.390000001,189344,124690,829
Orthotic Fitter,2021-11,6830753.870000001,123318,101213,13
Radiology Center,2018-01,6828572.299999999,232470,186144,222
Health Educator,2020-07,6828485.970000002,89020,10244,61
Podiatrist,2022-04,6828080.75,284844,238845,1656
Pediatric PT,2024-07,6826682.74,109803,36560,197
Pediatric PT,2024-05,6826399.0,115104,37746,200
Marriage & Family Therapist,2018-04,6824411.970000002,113748,48947,816
Rehab Hospital,2023-03,6823907.340000001,92166,29052,56
Otolaryngology,2019-12,6822533.010000003,153004,133065,659
Emergency Response (Vehicle),2022-04,6820427.51,156519,121057,70
Urology,2018-05,6820080.189999996,197522,170161,765
Infectious Disease,2021-03,6818749.649999999,201790,94693,905
Emergency Response (Vehicle),2021-08,6818103.450000001,158815,113614,69
Home Delivered Meals,2019-05,6815248.39,366237,33700,86
Rehab Hospital,2024-05,6813698.89,77796,24002,54
Preferred Provider Organization,2019-08,6805060.760000001,145968,77071,210
Custodial Care Facility,2021-06,6804019.92,69014,7094,49
Infectious Disease,2022-05,6803903.329999999,184791,86525,850
Medical PA,2019-03,6803573.579999999,136685,116924,238
Pediatric OT,2021-10,6803149.74,103684,24901,261
Custodial Care Facility,2019-10,6802927.93,79794,6496,67
Custodial Care Facility,2020-08,6801543.449999999,70913,5279,56
Medical PA,2019-09,6800579.499999998,130627,112769,245
Medical PA,2023-09,6799513.77,154265,129876,289
PhD Medical Genetics,2023-07,6796742.18,41550,29956,23
Custodial Care Facility,2020-10,6793260.609999999,57856,6247,55
Medical PA,2023-11,6790693.279999999,150336,127494,298
Pediatric NP,2018-07,6790192.639999999,131921,113926,347
Occupational Therapy Assistant,2020-07,6789886.01,61824,14047,92
